;;
Verdoving (A);; 
Code;Prestaties;Tarief
A10;Geleidings-, infiltratie- en/of intraligamentaire verdoving;€ 15,07
A15;Oppervlakte verdoving;€ 7,84
A20;Behandeling onder algehele anesthesie of sedatie;€kostprijs
A30;Voorbereiding behandeling onder algehele anesthesie;€ 49,38
;;
Verdoving door middel van een roesje (B);; 
Code;Prestaties;Tarief
B10;Introductie roesje (lachgassedatie);€ 30,15
B11;Toediening roesje (lachgassedatie);€ 30,15
B12;Overheadkosten roesje (lachgassedatie);€ 37,38
;;
Consultatie en diagnostiek (C);; 
Code;Prestaties;Tarief
C11;Periodieke controle;€ 22,91
C13;Probleemgericht consult;€ 22,91
C22;Aanvullende medische anamnese na (schriftelijke) routinevragen;€ 22,91
C28;Uitgebreid onderzoek t.b.v. opstellen, vastleggen en verstrekken van behandelplan aan de patiënt;€ 108,53
C29*;Studiemodellen;€ 30,15
C65;Planmatig beslijpen van alle voortanden, per boven- of onderkaak;€ 60,29
C80;Mondzorg aan huis;€ 18,09
C84;Voorbereiding behandeling onder algehele anesthesie;€ 48,23
C85;Weekendbehandeling;€ 22,91
C86;Avondbehandeling;€ 22,91
C87;Nachtbehandeling;€ 22,91
C91;Pocketregistratie;€ 36,18
C92;Parodontiumregistratie;€ 72,35
;;
Wortelkanaalbehandelingen (E);; 
Code;Prestaties;Tarief
E01;Wortelkanaalbehandeling consult;€ 22,91
E02;Uitgebreid wortelkanaalbehandeling consult;€ 42,20
E03;Consult na tandheelkundig ongeval;€ 33,16
E04;Toeslag voor kosten bij gebruik van roterende nikkel-titanium instrumenten;€ 48,84
E13;Wortelkanaalbehandeling per element met 1 kanaal;€ 108,53
E14;Wortelkanaalbehandeling per element met 2 kanalen;€ 156,76
E16;Wortelkanaalbehandeling per element met 3 kanalen;€ 204,99
E17;Wortelkanaalbehandeling per element met 4 of meer kanalen;€ 253,23
E19;Insluiten calciumhydroxide of daarmee vergelijkbare desinfectans per element, per zitting;€ 18,09
E31;Snij-/ hoektand;€ 120,58
E32;Premolaar;€ 168,82
E33;Molaar;€ 217,05
E34*;Aanbrengen retrograde vulling;€ 24,12
E36*;Het trekken van een element met re-implantatie;€ 84,41
E37;Kijkoperatie;€ 72,35
E40;Directe pulpa-overkapping;€ 30,15
E42;Terugzetten van een verplaatst element na tandheelkundig ongeval;€ 12,06
E43*;Vastzetten element d.m.v. een spalk na tandheelkundig ongeval;€ 24,12
E44;Verwijderen spalk, per element;€ 6,03
E45;Aanbrengen rubberdam;€ 12,06
E51;Verwijderen van kroon of brug;€ 36,18
E52;Moeilijke wortelkanaalopening;€ 30,15
E53;Verwijderen van wortelstift;€ 42,20
E54;Verwijderen van wortelkanaalvulmateriaal;€ 30,15
E55;Behandeling dichtgeslibd of verkalkt wortelkanaal;€ 30,15
E56*;Voortgezette behandeling bij weefselschade van de tandwortel;€ 42,20
E57;Behandeling van element met uitzonderlijke anatomie;€ 30,15
E60*;Geheel of gedeeltelijk weghalen van pulpaweefsel;€ 48,23
E61;Behandelen van open wortelpunt met calciumhydroxide, eerste zitting;€ 84,41
E62;Behandelen van open wortelpunt met calciumhydroxide, elke volgende zitting;€ 54,26
E63*;Toeslag voor afsluiting met Mineral Trioxide Aggregate (MTA) of een vergelijkbaar biokeramisch materiaal;€ 45,22
E64;Afsluiting van open wortelpunt;€ 48,23
E66;Wortelkanaalbehandeling van melkelement;€ 48,23
E77;Initiële wortelkanaalbehandeling, eerste kanaal;€ 60,29
